liberia,national,deaths,15,6/11/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease%20sit%20rep%2030-11th%20june%202014_1.pdf
liberia,nimba county,cases,2,6/11/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease%20sit%20rep%2030-11th%20june%202014_1.pdf
liberia,bong county,cases,1,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,lofa county,cases,20,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,margibi county,cases,2,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,montserrado county,cases,6,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,national,cases,31,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,national,confirmed cases,16,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,national,deaths,17,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,nimba county,cases,2,6/13/2014,gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/liberia%20ebola%20viral%20disease-sit%20rep-%2032-%2013th%20june%202014.pdf%20docx.pdf.pdf
liberia,lofa county,cases,21,6/16/2014,who,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
